operator,centre,instrument,instrument_model,analysis,material,vial,round,excluded,parameter,percent
D,4,4,1,centr,PBMC,2,2,No,CD3_TD,41.95
D,4,4,1,centr,PBMC,2,2,No,CD4_TD,3.5
D,4,4,1,centr,PBMC,2,2,No,CD8_TD,72.65
D,4,4,1,centr,PBMC,2,3,No,CD3,83.11
D,4,4,1,centr,PBMC,2,3,No,CD4,40.44
D,4,4,1,centr,PBMC,2,3,No,CD8,57.05
D,4,4,1,centr,PBMC,2,3,No,CD3_N,15.73
D,4,4,1,centr,PBMC,2,3,No,CD4_N,12.52
D,4,4,1,centr,PBMC,2,3,No,CD8_N,18.67
D,4,4,1,centr,PBMC,2,3,No,CD3_CM,19.25
D,4,4,1,centr,PBMC,2,3,No,CD4_CM,33.15
D,4,4,1,centr,PBMC,2,3,No,CD8_CM,5.84
D,4,4,1,centr,PBMC,2,3,No,CD3_EM,22.53
D,4,4,1,centr,PBMC,2,3,No,CD4_EM,46.6
D,4,4,1,centr,PBMC,2,3,No,CD8_EM,7.5
D,4,4,1,centr,PBMC,2,3,No,CD3_TD,42.49
D,4,4,1,centr,PBMC,2,3,No,CD4_TD,7.73
D,4,4,1,centr,PBMC,2,3,No,CD8_TD,67.98
D,4,4,1,centr,PBMC,3,1,No,CD3,74.07
D,4,4,1,centr,PBMC,3,1,No,CD4,48.65
D,4,4,1,centr,PBMC,3,1,No,CD8,43.4
D,4,4,1,centr,PBMC,3,1,No,CD3_N,19.88
D,4,4,1,centr,PBMC,3,1,No,CD4_N,29.76
D,4,4,1,centr,PBMC,3,1,No,CD8_N,13.8
D,4,4,1,centr,PBMC,3,1,No,CD3_CM,29.48
D,4,4,1,centr,PBMC,3,1,No,CD4_CM,48.67
D,4,4,1,centr,PBMC,3,1,No,CD8_CM,12.31
D,4,4,1,centr,PBMC,3,1,No,CD3_EM,21.53
D,4,4,1,centr,PBMC,3,1,No,CD4_EM,21.15
D,4,4,1,centr,PBMC,3,1,No,CD8_EM,16.83
D,4,4,1,centr,PBMC,3,1,No,CD3_TD,29.12
D,4,4,1,centr,PBMC,3,1,No,CD4_TD,0.42
D,4,4,1,centr,PBMC,3,1,No,CD8_TD,57.07
D,4,4,1,centr,PBMC,3,2,No,CD3,73.55
D,4,4,1,centr,PBMC,3,2,No,CD4,54.85
D,4,4,1,centr,PBMC,3,2,No,CD8,38.43
D,4,4,1,centr,PBMC,3,2,No,CD3_N,17.56
D,4,4,1,centr,PBMC,3,2,No,CD4_N,25.84
D,4,4,1,centr,PBMC,3,2,No,CD8_N,11.14
D,4,4,1,centr,PBMC,3,2,No,CD3_CM,31.98
D,4,4,1,centr,PBMC,3,2,No,CD4_CM,49.33
D,4,4,1,centr,PBMC,3,2,No,CD8_CM,9.08
D,4,4,1,centr,PBMC,3,2,No,CD3_EM,25.23
D,4,4,1,centr,PBMC,3,2,No,CD4_EM,24.6
D,4,4,1,centr,PBMC,3,2,No,CD8_EM,23.39
D,4,4,1,centr,PBMC,3,2,No,CD3_TD,25.23
D,4,4,1,centr,PBMC,3,2,No,CD4_TD,0.23
D,4,4,1,centr,PBMC,3,2,No,CD8_TD,56.39
D,4,4,1,centr,PBMC,3,3,No,CD3,71.77
D,4,4,1,centr,PBMC,3,3,No,CD4,46.64
D,4,4,1,centr,PBMC,3,3,No,CD8,45.37
D,4,4,1,centr,PBMC,3,3,No,CD3_N,18.92
D,4,4,1,centr,PBMC,3,3,No,CD4_N,27.86
D,4,4,1,centr,PBMC,3,3,No,CD8_N,12.49
D,4,4,1,centr,PBMC,3,3,No,CD3_CM,27.16
D,4,4,1,centr,PBMC,3,3,No,CD4_CM,41.48
D,4,4,1,centr,PBMC,3,3,No,CD8_CM,9.24
D,4,4,1,centr,PBMC,3,3,No,CD3_EM,19.96
D,4,4,1,centr,PBMC,3,3,No,CD4_EM,29.63
D,4,4,1,centr,PBMC,3,3,No,CD8_EM,15.32
D,4,4,1,centr,PBMC,3,3,No,CD3_TD,33.96
D,4,4,1,centr,PBMC,3,3,No,CD4_TD,1.04
D,4,4,1,centr,PBMC,3,3,No,CD8_TD,62.96
D,4,4,1,centr,WB,1,1,Yes,CD3,56.48
D,4,4,1,centr,WB,1,1,Yes,CD4,63.47
D,4,4,1,centr,WB,1,1,Yes,CD8,33.35
D,4,4,1,centr,WB,1,1,Yes,CD3_N,41.67
D,4,4,1,centr,WB,1,1,Yes,CD4_N,58.11
D,4,4,1,centr,WB,1,1,Yes,CD8_N,22.45
D,4,4,1,centr,WB,1,1,Yes,CD3_CM,18.44
D,4,4,1,centr,WB,1,1,Yes,CD4_CM,8.48
D,4,4,1,centr,WB,1,1,Yes,CD8_CM,23.52
D,4,4,1,centr,WB,1,1,Yes,CD3_EM,33.33
D,4,4,1,centr,WB,1,1,Yes,CD4_EM,33.28
D,4,4,1,centr,WB,1,1,Yes,CD8_EM,37.97
D,4,4,1,centr,WB,1,1,Yes,CD3_TD,6.56
D,4,4,1,centr,WB,1,1,Yes,CD4_TD,0.13
D,4,4,1,centr,WB,1,1,Yes,CD8_TD,16.06
D,4,4,1,centr,WB,1,2,No,CD3,52.28
D,4,4,1,centr,WB,1,2,No,CD4,61.83
D,4,4,1,centr,WB,1,2,No,CD8,34.95
D,4,4,1,centr,WB,1,2,No,CD3_N,31.36
D,4,4,1,centr,WB,1,2,No,CD4_N,31.44
D,4,4,1,centr,WB,1,2,No,CD8_N,33.13
D,4,4,1,centr,WB,1,2,No,CD3_CM,38.97
D,4,4,1,centr,WB,1,2,No,CD4_CM,52.87
D,4,4,1,centr,WB,1,2,No,CD8_CM,13.16
D,4,4,1,centr,WB,1,2,No,CD3_EM,21.76
D,4,4,1,centr,WB,1,2,No,CD4_EM,15.39
D,4,4,1,centr,WB,1,2,No,CD8_EM,34.12
D,4,4,1,centr,WB,1,2,No,CD3_TD,7.92
D,4,4,1,centr,WB,1,2,No,CD4_TD,0.3
D,4,4,1,centr,WB,1,2,No,CD8_TD,19.59
D,4,4,1,centr,WB,1,3,No,CD3,56.59
D,4,4,1,centr,WB,1,3,No,CD4,63.05
D,4,4,1,centr,WB,1,3,No,CD8,33.81
D,4,4,1,centr,WB,1,3,No,CD3_N,33.97
D,4,4,1,centr,WB,1,3,No,CD4_N,33.4
D,4,4,1,centr,WB,1,3,No,CD8_N,37.41
D,4,4,1,centr,WB,1,3,No,CD3_CM,41.27
D,4,4,1,centr,WB,1,3,No,CD4_CM,54.11
D,4,4,1,centr,WB,1,3,No,CD8_CM,19.21
D,4,4,1,centr,WB,1,3,No,CD3_EM,18.14
D,4,4,1,centr,WB,1,3,No,CD4_EM,12.32
D,4,4,1,centr,WB,1,3,No,CD8_EM,26.63
D,4,4,1,centr,WB,1,3,No,CD3_TD,6.62
D,4,4,1,centr,WB,1,3,No,CD4_TD,0.16
D,4,4,1,centr,WB,1,3,No,CD8_TD,16.75
D,4,4,1,centr,WB,2,1,No,CD3,65.82
D,4,4,1,centr,WB,2,1,No,CD4,68.1
D,4,4,1,centr,WB,2,1,No,CD8,25.27
D,4,4,1,centr,WB,2,1,No,CD3_N,16.21
D,4,4,1,centr,WB,2,1,No,CD4_N,17.25
D,4,4,1,centr,WB,2,1,No,CD8_N,15.76
D,4,4,1,centr,WB,2,1,No,CD3_CM,40.26
D,4,4,1,centr,WB,2,1,No,CD4_CM,50.22
D,4,4,1,centr,WB,2,1,No,CD8_CM,21.38
D,4,4,1,centr,WB,2,1,No,CD3_EM,32.82
D,4,4,1,centr,WB,2,1,No,CD4_EM,30
D,4,4,1,centr,WB,2,1,No,CD8_EM,34.33
D,4,4,1,centr,WB,2,1,No,CD3_TD,10.71
D,4,4,1,centr,WB,2,1,No,CD4_TD,2.53
D,4,4,1,centr,WB,2,1,No,CD8_TD,28.54
D,4,4,1,centr,WB,2,2,No,CD3,65.82
D,4,4,1,centr,WB,2,2,No,CD4,68.47
D,4,4,1,centr,WB,2,2,No,CD8,24.92
D,4,4,1,centr,WB,2,2,No,CD3_N,16.32
D,4,4,1,centr,WB,2,2,No,CD4_N,17.23
D,4,4,1,centr,WB,2,2,No,CD8_N,16.33
D,4,4,1,centr,WB,2,2,No,CD3_CM,40.65
D,4,4,1,centr,WB,2,2,No,CD4_CM,50.36
D,4,4,1,centr,WB,2,2,No,CD8_CM,21.85
D,4,4,1,centr,WB,2,2,No,CD3_EM,32.55
D,4,4,1,centr,WB,2,2,No,CD4_EM,30.02
D,4,4,1,centr,WB,2,2,No,CD8_EM,33.89
D,4,4,1,centr,WB,2,2,No,CD3_TD,10.48
D,4,4,1,centr,WB,2,2,No,CD4_TD,2.38
D,4,4,1,centr,WB,2,2,No,CD8_TD,27.93
D,4,4,1,centr,WB,2,3,No,CD3,66.06
D,4,4,1,centr,WB,2,3,No,CD4,68.18
D,4,4,1,centr,WB,2,3,No,CD8,25.3
D,4,4,1,centr,WB,2,3,No,CD3_N,16.24
D,4,4,1,centr,WB,2,3,No,CD4_N,17.19
D,4,4,1,centr,WB,2,3,No,CD8_N,16.06
D,4,4,1,centr,WB,2,3,No,CD3_CM,39.88
D,4,4,1,centr,WB,2,3,No,CD4_CM,49.74
D,4,4,1,centr,WB,2,3,No,CD8_CM,20.93
D,4,4,1,centr,WB,2,3,No,CD3_EM,33.18
D,4,4,1,centr,WB,2,3,No,CD4_EM,30.64
D,4,4,1,centr,WB,2,3,No,CD8_EM,34.54
D,4,4,1,centr,WB,2,3,No,CD3_TD,10.7
D,4,4,1,centr,WB,2,3,No,CD4_TD,2.42
D,4,4,1,centr,WB,2,3,No,CD8_TD,28.47
D,4,4,1,centr,WB,3,1,No,CD3,58.82
D,4,4,1,centr,WB,3,1,No,CD4,66
D,4,4,1,centr,WB,3,1,No,CD8,27.95
D,4,4,1,centr,WB,3,1,No,CD3_N,19.42
D,4,4,1,centr,WB,3,1,No,CD4_N,14.76
D,4,4,1,centr,WB,3,1,No,CD8_N,30.3
D,4,4,1,centr,WB,3,1,No,CD3_CM,43.12
D,4,4,1,centr,WB,3,1,No,CD4_CM,57.37
D,4,4,1,centr,WB,3,1,No,CD8_CM,16.41
D,4,4,1,centr,WB,3,1,No,CD3_EM,18.32
D,4,4,1,centr,WB,3,1,No,CD4_EM,19.38
D,4,4,1,centr,WB,3,1,No,CD8_EM,20.14
D,4,4,1,centr,WB,3,1,No,CD3_TD,19.14
D,4,4,1,centr,WB,3,1,No,CD4_TD,8.49
D,4,4,1,centr,WB,3,1,No,CD8_TD,33.15
D,4,4,1,centr,WB,3,2,No,CD3,58.81
D,4,4,1,centr,WB,3,2,No,CD4,66.09
D,4,4,1,centr,WB,3,2,No,CD8,27.79
D,4,4,1,centr,WB,3,2,No,CD3_N,19.11
D,4,4,1,centr,WB,3,2,No,CD4_N,14.65
D,4,4,1,centr,WB,3,2,No,CD8_N,29.84
D,4,4,1,centr,WB,3,2,No,CD3_CM,42.6
D,4,4,1,centr,WB,3,2,No,CD4_CM,56.83
D,4,4,1,centr,WB,3,2,No,CD8_CM,15.89
D,4,4,1,centr,WB,3,2,No,CD3_EM,19.26
D,4,4,1,centr,WB,3,2,No,CD4_EM,20.16
D,4,4,1,centr,WB,3,2,No,CD8_EM,21.25
D,4,4,1,centr,WB,3,2,No,CD3_TD,19.03
D,4,4,1,centr,WB,3,2,No,CD4_TD,8.36
D,4,4,1,centr,WB,3,2,No,CD8_TD,33.02
D,4,4,1,centr,WB,3,3,No,CD3,58.61
D,4,4,1,centr,WB,3,3,No,CD4,66.18
D,4,4,1,centr,WB,3,3,No,CD8,27.57
D,4,4,1,centr,WB,3,3,No,CD3_N,19.28
D,4,4,1,centr,WB,3,3,No,CD4_N,14.73
D,4,4,1,centr,WB,3,3,No,CD8_N,30.39
D,4,4,1,centr,WB,3,3,No,CD3_CM,43.06
D,4,4,1,centr,WB,3,3,No,CD4_CM,57.24
D,4,4,1,centr,WB,3,3,No,CD8_CM,16.54
D,4,4,1,centr,WB,3,3,No,CD3_EM,18.62
D,4,4,1,centr,WB,3,3,No,CD4_EM,19.48
D,4,4,1,centr,WB,3,3,No,CD8_EM,20.81
D,4,4,1,centr,WB,3,3,No,CD3_TD,19.04
D,4,4,1,centr,WB,3,3,No,CD4_TD,8.56
D,4,4,1,centr,WB,3,3,No,CD8_TD,32.26
D,4,4,1,local,PBMC,1,1,No,CD3,75.9
D,4,4,1,local,PBMC,1,1,No,CD4,51.3
D,4,4,1,local,PBMC,1,1,No,CD8,43.7
D,4,4,1,local,PBMC,1,1,No,CD3_N,20
D,4,4,1,local,PBMC,1,1,No,CD4_N,24.6
D,4,4,1,local,PBMC,1,1,No,CD8_N,14
D,4,4,1,local,PBMC,1,1,No,CD3_CM,33.9
D,4,4,1,local,PBMC,1,1,No,CD4_CM,49.6
D,4,4,1,local,PBMC,1,1,No,CD8_CM,17.7
D,4,4,1,local,PBMC,1,1,No,CD3_EM,26.5
D,4,4,1,local,PBMC,1,1,No,CD4_EM,23.6
D,4,4,1,local,PBMC,1,1,No,CD8_EM,30.7
D,4,4,1,local,PBMC,1,1,No,CD3_TD,19.6
D,4,4,1,local,PBMC,1,1,No,CD4_TD,2.14
D,4,4,1,local,PBMC,1,1,No,CD8_TD,37.6
D,4,4,1,local,PBMC,1,2,No,CD3,74.8
D,4,4,1,local,PBMC,1,2,No,CD4,52.4
D,4,4,1,local,PBMC,1,2,No,CD8,42.9
D,4,4,1,local,PBMC,1,2,No,CD3_N,16.9
D,4,4,1,local,PBMC,1,2,No,CD4_N,26.4
D,4,4,1,local,PBMC,1,2,No,CD8_N,6.13
D,4,4,1,local,PBMC,1,2,No,CD3_CM,24.2
D,4,4,1,local,PBMC,1,2,No,CD4_CM,40.2
D,4,4,1,local,PBMC,1,2,No,CD8_CM,6.76
D,4,4,1,local,PBMC,1,2,No,CD3_EM,36.3
D,4,4,1,local,PBMC,1,2,No,CD4_EM,31.2
D,4,4,1,local,PBMC,1,2,No,CD8_EM,43
D,4,4,1,local,PBMC,1,2,No,CD3_TD,22.6
D,4,4,1,local,PBMC,1,2,No,CD4_TD,2.11
D,4,4,1,local,PBMC,1,2,No,CD8_TD,44.1
D,4,4,1,local,PBMC,1,3,No,CD3,72.3
D,4,4,1,local,PBMC,1,3,No,CD4,50.2
D,4,4,1,local,PBMC,1,3,No,CD8,44.2
D,4,4,1,local,PBMC,1,3,No,CD3_N,19
D,4,4,1,local,PBMC,1,3,No,CD4_N,25.7
D,4,4,1,local,PBMC,1,3,No,CD8_N,12.6
D,4,4,1,local,PBMC,1,3,No,CD3_CM,25.6
D,4,4,1,local,PBMC,1,3,No,CD4_CM,41.1
D,4,4,1,local,PBMC,1,3,No,CD8_CM,10.6
D,4,4,1,local,PBMC,1,3,No,CD3_EM,28.8
D,4,4,1,local,PBMC,1,3,No,CD4_EM,30.2
D,4,4,1,local,PBMC,1,3,No,CD8_EM,27.5
D,4,4,1,local,PBMC,1,3,No,CD3_TD,26.5
D,4,4,1,local,PBMC,1,3,No,CD4_TD,3.02
D,4,4,1,local,PBMC,1,3,No,CD8_TD,49.3
D,4,4,1,local,PBMC,2,1,No,CD3,85
D,4,4,1,local,PBMC,2,1,No,CD4,44.4
D,4,4,1,local,PBMC,2,1,No,CD8,52.6
D,4,4,1,local,PBMC,2,1,No,CD3_N,15.9
D,4,4,1,local,PBMC,2,1,No,CD4_N,10.7
D,4,4,1,local,PBMC,2,1,No,CD8_N,19.6
D,4,4,1,local,PBMC,2,1,No,CD3_CM,25.9
D,4,4,1,local,PBMC,2,1,No,CD4_CM,44.5
D,4,4,1,local,PBMC,2,1,No,CD8_CM,10.4
D,4,4,1,local,PBMC,2,1,No,CD3_EM,24.7
D,4,4,1,local,PBMC,2,1,No,CD4_EM,42.4
D,4,4,1,local,PBMC,2,1,No,CD8_EM,9.57
D,4,4,1,local,PBMC,2,1,No,CD3_TD,33.5
D,4,4,1,local,PBMC,2,1,No,CD4_TD,2.4
D,4,4,1,local,PBMC,2,1,No,CD8_TD,60.4
D,4,4,1,local,PBMC,2,2,No,CD3,84.4
D,4,4,1,local,PBMC,2,2,No,CD4,42.4
D,4,4,1,local,PBMC,2,2,No,CD8,54.9
D,4,4,1,local,PBMC,2,2,No,CD3_N,5.94
D,4,4,1,local,PBMC,2,2,No,CD4_N,8.59
D,4,4,1,local,PBMC,2,2,No,CD8_N,3.85
D,4,4,1,local,PBMC,2,2,No,CD3_CM,14.1
D,4,4,1,local,PBMC,2,2,No,CD4_CM,26.8
D,4,4,1,local,PBMC,2,2,No,CD8_CM,4.74
D,4,4,1,local,PBMC,2,2,No,CD3_EM,37.7
D,4,4,1,local,PBMC,2,2,No,CD4_EM,61.8
D,4,4,1,local,PBMC,2,2,No,CD8_EM,18.6
D,4,4,1,local,PBMC,2,2,No,CD3_TD,42.2
D,4,4,1,local,PBMC,2,2,No,CD4_TD,2.86
D,4,4,1,local,PBMC,2,2,No,CD8_TD,72.8
D,4,4,1,local,PBMC,2,3,No,CD3,84.2
D,4,4,1,local,PBMC,2,3,No,CD4,40.3
D,4,4,1,local,PBMC,2,3,No,CD8,56.3
D,4,4,1,local,PBMC,2,3,No,CD3_N,15.6
D,4,4,1,local,PBMC,2,3,No,CD4_N,9.81
D,4,4,1,local,PBMC,2,3,No,CD8_N,19.5
D,4,4,1,local,PBMC,2,3,No,CD3_CM,18.9
D,4,4,1,local,PBMC,2,3,No,CD4_CM,35.4
D,4,4,1,local,PBMC,2,3,No,CD8_CM,7.11
D,4,4,1,local,PBMC,2,3,No,CD3_EM,26.7
D,4,4,1,local,PBMC,2,3,No,CD4_EM,50.7
D,4,4,1,local,PBMC,2,3,No,CD8_EM,9.33
D,4,4,1,local,PBMC,2,3,No,CD3_TD,38.8
D,4,4,1,local,PBMC,2,3,No,CD4_TD,4.06
D,4,4,1,local,PBMC,2,3,No,CD8_TD,64.1
D,4,4,1,local,PBMC,3,1,No,CD3,73
D,4,4,1,local,PBMC,3,1,No,CD4,48.8
D,4,4,1,local,PBMC,3,1,No,CD8,42
D,4,4,1,local,PBMC,3,1,No,CD3_N,19.2
D,4,4,1,local,PBMC,3,1,No,CD4_N,27.5
D,4,4,1,local,PBMC,3,1,No,CD8_N,12
D,4,4,1,local,PBMC,3,1,No,CD3_CM,26.7
D,4,4,1,local,PBMC,3,1,No,CD4_CM,45.3
D,4,4,1,local,PBMC,3,1,No,CD8_CM,9.16
D,4,4,1,local,PBMC,3,1,No,CD3_EM,24.7
D,4,4,1,local,PBMC,3,1,No,CD4_EM,26.7
D,4,4,1,local,PBMC,3,1,No,CD8_EM,21.1
D,4,4,1,local,PBMC,3,1,No,CD3_TD,29.4
D,4,4,1,local,PBMC,3,1,No,CD4_TD,0.44
D,4,4,1,local,PBMC,3,1,No,CD8_TD,57.8
D,4,4,1,local,PBMC,3,2,No,CD3,73.4
D,4,4,1,local,PBMC,3,2,No,CD4,54.5
D,4,4,1,local,PBMC,3,2,No,CD8,37.1
D,4,4,1,local,PBMC,3,2,No,CD3_N,18.3
D,4,4,1,local,PBMC,3,2,No,CD4_N,23.9
D,4,4,1,local,PBMC,3,2,No,CD8_N,12.4
D,4,4,1,local,PBMC,3,2,No,CD3_CM,33.7
D,4,4,1,local,PBMC,3,2,No,CD4_CM,53.5
D,4,4,1,local,PBMC,3,2,No,CD8_CM,10.7
D,4,4,1,local,PBMC,3,2,No,CD3_EM,23.2
D,4,4,1,local,PBMC,3,2,No,CD4_EM,22.5
D,4,4,1,local,PBMC,3,2,No,CD8_EM,21.6
D,4,4,1,local,PBMC,3,2,No,CD3_TD,24.7
D,4,4,1,local,PBMC,3,2,No,CD4_TD,0.13
D,4,4,1,local,PBMC,3,2,No,CD8_TD,55.4
D,4,4,1,local,PBMC,3,3,No,CD3,71.7
D,4,4,1,local,PBMC,3,3,No,CD4,46.1
D,4,4,1,local,PBMC,3,3,No,CD8,43.6
D,4,4,1,local,PBMC,3,3,No,CD3_N,18.3
D,4,4,1,local,PBMC,3,3,No,CD4_N,26.1
D,4,4,1,local,PBMC,3,3,No,CD8_N,12.2
D,4,4,1,local,PBMC,3,3,No,CD3_CM,21.9
D,4,4,1,local,PBMC,3,3,No,CD4_CM,38.7
D,4,4,1,local,PBMC,3,3,No,CD8_CM,7.65
D,4,4,1,local,PBMC,3,3,No,CD3_EM,25.7
D,4,4,1,local,PBMC,3,3,No,CD4_EM,34.2
D,4,4,1,local,PBMC,3,3,No,CD8_EM,16.4
D,4,4,1,local,PBMC,3,3,No,CD3_TD,34.1
D,4,4,1,local,PBMC,3,3,No,CD4_TD,0.95
D,4,4,1,local,PBMC,3,3,No,CD8_TD,63.7
D,4,4,1,local,WB,1,1,Yes,CD3, 
D,4,4,1,local,WB,1,1,Yes,CD4, 
D,4,4,1,local,WB,1,1,Yes,CD8, 
D,4,4,1,local,WB,1,1,Yes,CD3_N, 
D,4,4,1,local,WB,1,1,Yes,CD4_N, 
D,4,4,1,local,WB,1,1,Yes,CD8_N, 
D,4,4,1,local,WB,1,1,Yes,CD3_CM, 
D,4,4,1,local,WB,1,1,Yes,CD4_CM, 
D,4,4,1,local,WB,1,1,Yes,CD8_CM, 
D,4,4,1,local,WB,1,1,Yes,CD3_EM, 
D,4,4,1,local,WB,1,1,Yes,CD4_EM, 
D,4,4,1,local,WB,1,1,Yes,CD8_EM, 
D,4,4,1,local,WB,1,1,Yes,CD3_TD, 
D,4,4,1,local,WB,1,1,Yes,CD4_TD, 
D,4,4,1,local,WB,1,1,Yes,CD8_TD, 
D,4,4,1,local,WB,1,2,No,CD3,43
D,4,4,1,local,WB,1,2,No,CD4,72.8
D,4,4,1,local,WB,1,2,No,CD8,21.9
D,4,4,1,local,WB,1,2,No,CD3_N,16.1
D,4,4,1,local,WB,1,2,No,CD4_N,8.82
D,4,4,1,local,WB,1,2,No,CD8_N,41.7
D,4,4,1,local,WB,1,2,No,CD3_CM,41
D,4,4,1,local,WB,1,2,No,CD4_CM,52.4
D,4,4,1,local,WB,1,2,No,CD8_CM,12.3
D,4,4,1,local,WB,1,2,No,CD3_EM,40
D,4,4,1,local,WB,1,2,No,CD4_EM,38.3
D,4,4,1,local,WB,1,2,No,CD8_EM,36.7
D,4,4,1,local,WB,1,2,No,CD3_TD,2.9
D,4,4,1,local,WB,1,2,No,CD4_TD,0.46
D,4,4,1,local,WB,1,2,No,CD8_TD,9.32
D,4,4,1,local,WB,1,3,No,CD3,42.8
D,4,4,1,local,WB,1,3,No,CD4,72.4
D,4,4,1,local,WB,1,3,No,CD8,22.3
D,4,4,1,local,WB,1,3,No,CD3_N,15.1
D,4,4,1,local,WB,1,3,No,CD4_N,7.65
D,4,4,1,local,WB,1,3,No,CD8_N,40.6
D,4,4,1,local,WB,1,3,No,CD3_CM,42.8
D,4,4,1,local,WB,1,3,No,CD4_CM,54.5
D,4,4,1,local,WB,1,3,No,CD8_CM,14.3
D,4,4,1,local,WB,1,3,No,CD3_EM,39.6
D,4,4,1,local,WB,1,3,No,CD4_EM,37.6
D,4,4,1,local,WB,1,3,No,CD8_EM,36.8
D,4,4,1,local,WB,1,3,No,CD3_TD,2.47
D,4,4,1,local,WB,1,3,No,CD4_TD,0.29
D,4,4,1,local,WB,1,3,No,CD8_TD,8.21
D,4,4,1,local,WB,2,1,No,CD3,58.8
D,4,4,1,local,WB,2,1,No,CD4,72
D,4,4,1,local,WB,2,1,No,CD8,17.9
D,4,4,1,local,WB,2,1,No,CD3_N,7.39
D,4,4,1,local,WB,2,1,No,CD4_N,5.96
D,4,4,1,local,WB,2,1,No,CD8_N,15.1
D,4,4,1,local,WB,2,1,No,CD3_CM,24.7
D,4,4,1,local,WB,2,1,No,CD4_CM,31.4
D,4,4,1,local,WB,2,1,No,CD8_CM,9.23
D,4,4,1,local,WB,2,1,No,CD3_EM,63.5
D,4,4,1,local,WB,2,1,No,CD4_EM,62.2
D,4,4,1,local,WB,2,1,No,CD8_EM,66.2
D,4,4,1,local,WB,2,1,No,CD3_TD,4.37
D,4,4,1,local,WB,2,1,No,CD4_TD,0.46
D,4,4,1,local,WB,2,1,No,CD8_TD,9.39
D,4,4,1,local,WB,2,2,No,CD3,58.9
D,4,4,1,local,WB,2,2,No,CD4,72.1
D,4,4,1,local,WB,2,2,No,CD8,17.6
D,4,4,1,local,WB,2,2,No,CD3_N,7.45
D,4,4,1,local,WB,2,2,No,CD4_N,5.9
D,4,4,1,local,WB,2,2,No,CD8_N,16
D,4,4,1,local,WB,2,2,No,CD3_CM,24.6
D,4,4,1,local,WB,2,2,No,CD4_CM,31.2
D,4,4,1,local,WB,2,2,No,CD8_CM,8.87
D,4,4,1,local,WB,2,2,No,CD3_EM,63.5
D,4,4,1,local,WB,2,2,No,CD4_EM,62.5
D,4,4,1,local,WB,2,2,No,CD8_EM,66.2
D,4,4,1,local,WB,2,2,No,CD3_TD,4.46
D,4,4,1,local,WB,2,2,No,CD4_TD,0.4
D,4,4,1,local,WB,2,2,No,CD8_TD,8.98
D,4,4,1,local,WB,2,3,No,CD3,59.5
D,4,4,1,local,WB,2,3,No,CD4,71.7
D,4,4,1,local,WB,2,3,No,CD8,18
D,4,4,1,local,WB,2,3,No,CD3_N,7.77
D,4,4,1,local,WB,2,3,No,CD4_N,6.13
D,4,4,1,local,WB,2,3,No,CD8_N,16.1
D,4,4,1,local,WB,2,3,No,CD3_CM,24.1
D,4,4,1,local,WB,2,3,No,CD4_CM,30.7
D,4,4,1,local,WB,2,3,No,CD8_CM,8.72
D,4,4,1,local,WB,2,3,No,CD3_EM,63.7
D,4,4,1,local,WB,2,3,No,CD4_EM,62.7
D,4,4,1,local,WB,2,3,No,CD8_EM,66.4
D,4,4,1,local,WB,2,3,No,CD3_TD,4.44
D,4,4,1,local,WB,2,3,No,CD4_TD,0.48
D,4,4,1,local,WB,2,3,No,CD8_TD,8.76
D,4,4,1,local,WB,3,1,No,CD3,50.9
D,4,4,1,local,WB,3,1,No,CD4,69.4
D,4,4,1,local,WB,3,1,No,CD8,21.8
D,4,4,1,local,WB,3,1,No,CD3_N,14.1
D,4,4,1,local,WB,3,1,No,CD4_N,8.76
D,4,4,1,local,WB,3,1,No,CD8_N,33.2
D,4,4,1,local,WB,3,1,No,CD3_CM,26.8
D,4,4,1,local,WB,3,1,No,CD4_CM,35.5
D,4,4,1,local,WB,3,1,No,CD8_CM,8.48
D,4,4,1,local,WB,3,1,No,CD3_EM,50.5
D,4,4,1,local,WB,3,1,No,CD4_EM,51.3
D,4,4,1,local,WB,3,1,No,CD8_EM,53
D,4,4,1,local,WB,3,1,No,CD3_TD,8.7
D,4,4,1,local,WB,3,1,No,CD4_TD,4.4
D,4,4,1,local,WB,3,1,No,CD8_TD,5.4
D,4,4,1,local,WB,3,2,No,CD3,51.1
D,4,4,1,local,WB,3,2,No,CD4,69.4
D,4,4,1,local,WB,3,2,No,CD8,21.9
D,4,4,1,local,WB,3,2,No,CD3_N,14
D,4,4,1,local,WB,3,2,No,CD4_N,8.79
D,4,4,1,local,WB,3,2,No,CD8_N,33.1
D,4,4,1,local,WB,3,2,No,CD3_CM,26.6
D,4,4,1,local,WB,3,2,No,CD4_CM,35.3
D,4,4,1,local,WB,3,2,No,CD8_CM,8.44
D,4,4,1,local,WB,3,2,No,CD3_EM,50.8
D,4,4,1,local,WB,3,2,No,CD4_EM,51.6
D,4,4,1,local,WB,3,2,No,CD8_EM,53.2
D,4,4,1,local,WB,3,2,No,CD3_TD,8.59
D,4,4,1,local,WB,3,2,No,CD4_TD,4.3
D,4,4,1,local,WB,3,2,No,CD8_TD,5.41
D,4,4,1,local,WB,3,3,No,CD3,51.2
D,4,4,1,local,WB,3,3,No,CD4,69.4
D,4,4,1,local,WB,3,3,No,CD8,21.9
D,4,4,1,local,WB,3,3,No,CD3_N,14
D,4,4,1,local,WB,3,3,No,CD4_N,8.66
